扬子江隧道口 地铁11号线 配套齐全 毛坯 业主诚心出售,新江雅苑 -顶山街道,2室2厅 | 82.38平米 | 南 北 | 其他 | 中楼层(共33层)  | 板楼,120,"14,567元/平"
隧道口 改善3房 户型工整 楼层好,正荣润江城 -顶山街道,3室2厅 | 105.92平米 | 南 | 精装 | 中楼层(共33层)  | 板塔结合,450,"42,485元/平"
明发大三期三房前后无遮挡 阳光视野好 随时看房,明发滨江新城大三期 -桥北,3室2厅 | 130.23平米 | 南 | 精装 | 高楼层(共27层)  | 塔楼,265,"20,349元/平"
近地铁 小区中庭  配套成熟 诚心出售,江岸水城 -桥北,3室1厅 | 92.15平米 | 南 | 简装 | 高楼层(共9层)  | 板塔结合,148,"16,061元/平"
江核青奥中海左岸澜庭一线河景房高楼层满两年,中海左岸澜庭 -顶山街道,3室2厅 | 97.61平米 | 南 | 精装 | 高楼层(共20层)  | 板楼,305,"31,247元/平"
满四年唯一，通透户型，大三房，采光充足，诚心出售。,天润城第十六街区南区 -桥北,3室1厅 | 103.91平米 | 南 北 | 精装 | 高楼层(共18层)  | 板楼,238,"22,905元/平"
花园洋房 三房双卫 全新毛坯 采光好视野无遮挡住,大华锦绣华城阅江山 -桥北,3室1厅 | 96.31平米 | 南 | 毛坯 | 高楼层(共9层)  | 板楼,308,"31,981元/平"
房子满5年，前排采光无遮挡，户型方正。,朗诗未来街区一期 -高新区,3室1厅 | 75.73平米 | 南 | 简装 | 低楼层(共17层)  | 塔楼,145,"19,147元/平"
高品质小区采光很好房型方正一个房间不算面积,大华锦绣华城阅江山 -桥北,4室2厅 | 113.85平米 | 南 北 | 毛坯 | 低楼层(共18层)  | 板楼,320,"28,108元/平"
老山脚下 绿城物业 一梯两户小高层 价格可谈,明发香山郡 -江浦街道,3室2厅 | 113.46平米 | 南 北 | 毛坯 | 低楼层(共10层)  | 板塔结合,253,"22,299元/平"
洋房，洋房，邻研创园，近五桥，10公里直达河西,江山大境 -江浦街道,3室2厅 | 127.87平米 | 南 | 毛坯 | 中楼层(共7层)  | 板楼,430,"33,628元/平"
洋房，洋房，邻研创园，近五桥，10公里直达河西,江山大境 -江浦街道,3室2厅 | 127.87平米 | 南 | 毛坯 | 中楼层(共7层)  | 板楼,430,"33,628元/平"
同心佳园旁城南新村地铁口交通便利换房急售 大三房,城南新村 -江浦街道,3室2厅 | 103.15平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,150,"14,542元/平"
爱上城六区 户型好 采光佳  诚心出售,旭日爱上城第六区 -桥北,3室2厅 | 129.29平米 | 南 | 毛坯 | 高楼层(共28层)  | 板楼,388,"30,011元/平"
江北商务区，精装修二次加装 好楼层 诚售,华润国际社区 -顶山街道,4室2厅 | 142.81平米 | 东南 | 精装 | 低楼层(共33层)  | 板楼,460,"32,211元/平"
亚泰山语湖 3室2厅 南 北,亚泰山语湖 -高新区,3室2厅 | 83.79平米 | 南 北 | 毛坯 | 高楼层(共4层)  | 板楼,200,"23,870元/平"
满五唯一 高楼层  视野开阔  户型方正,正荣润锦城 -顶山街道,3室2厅 | 86.77平米 | 南 | 精装 | 高楼层(共33层)  | 板楼,268,"30,887元/平"
大平层三房两卫，南北相通，好楼层全天采光,华府国际 -江浦街道,3室2厅 | 142.65平米 | 南 | 毛坯 | 中楼层(共10层)  | 板楼,260,"18,227元/平"
旭日爱上城星岛园经典复式双卫好房上九年浦外随时看,旭日爱上城第三区 -桥北,3室2厅 | 87.59平米 | 南 | 简装 | 中楼层(共10层)  | 板楼,185,"21,122元/平"
中海万锦熙岸一期 中间楼层 纯毛坯 近地铁,中海万锦熙岸一期 -江浦街道,4室2厅 | 139.47平米 | 东南 | 毛坯 | 中楼层(共18层)  | 板楼,280,"20,077元/平"
兰桥雅居东区三房简单装修，房东诚心在售！,兰桥雅居 -浦口其它,3室2厅 | 123.23平米 | 东南 | 简装 | 低楼层(共18层)  | 暂无数据,98,"7,953元/平"
浦外，毛坯挑高做好隔层，无增值税，房主诚心出售,绿地新里悦峰公馆 -高新区,2室1厅 | 87.88平米 | 南 | 毛坯 | 低楼层(共19层)  | 板楼,210,"23,897元/平"
绿地海悦 精装修三房 一梯一户小高层 满两年 可看江景,绿地海悦 -顶山街道,3室2厅 | 125.93平米 | 东 南 | 精装 | 中楼层(共16层)  | 板楼,466,"37,005元/平"
下桥口 位置好 配套齐全 地铁口  双阳台三房 诚心出售,旭日华庭金棕榈北区 -桥北,3室2厅 | 128.72平米 | 南 北 | 毛坯 | 中楼层(共24层)  | 塔楼,248,"19,267元/平"
杏林北苑 通透格局 中高楼层，采光很好。,杏林北苑 -桥北,2室1厅 | 85.38平米 | 南 | 精装 | 中楼层(共11层)  | 板楼,171,"20,029元/平"
房子格局不错，中等装修 ，生活便利，银城物业,天润城第二街区 -桥北,2室2厅 | 84.89平米 | 南 | 简装 | 低楼层(共6层)  | 板楼,125,"14,725元/平"
精装带地暖的电梯房，采光很好，交通方便,旭日爱上城第三区 -桥北,3室2厅 | 87.78平米 | 南 | 精装 | 高楼层(共10层)  | 板楼,216,"24,607元/平"
户型方正 布局合理 居住精装修 诚心出售,大华锦绣华城柳州苑 -桥北,3室1厅 | 92.57平米 | 南 | 其他 | 高楼层(共6层)  | 板楼,145,"15,664元/平"
明发二期 板房70万 精装修 拎包入住,明发滨江新城二期 -桥北,3室2厅 | 120.19平米 | 南 | 精装 | 低楼层(共11层)  | 板塔结合,280,"23,297元/平"
明发滨江新城全明户型，采光好，地理位置优越。,明发滨江新城三期 -桥北,3室1厅 | 115.38平米 | 南 北 | 精装 | 高楼层(共27层)  | 塔楼,227,"19,675元/平"
11号线地铁口 改善三房 中间楼层,威尼斯水城第十三街区 -桥北,3室2厅 | 109.48平米 | 南 | 简装 | 中楼层(共28层)  | 板楼,207,"18,908元/平"
此房楼栋Yao遥领先 楼层Yao遥领先 装修Yao遥领先,玉澜府 -泰山街道,3室1厅 | 112.87平米 | 南 | 精装 | 低楼层(共18层)  | 板楼,240,"21,264元/平"
绿地海悦  次新房 门口就是公园  近图书馆和美术馆,绿地海悦 -顶山街道,3室2厅 | 117.34平米 | 南 北 | 精装 | 高楼层(共25层)  | 板楼,400,"34,089元/平"
亚泰山语湖 3室2厅 南,亚泰山语湖 -高新区,3室2厅 | 86.95平米 | 南 | 精装 | 低楼层(共4层)  | 板楼,245,"28,178元/平"
有租赁车位 小区中间 天润城地铁站 有钥匙 诚心卖,天润城第七街区 -桥北,2室2厅 | 89.79平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,139,"15,481元/平"
总价低，生活配套齐全。采光充足 配套成熟，,康华新村 -江浦街道,4室3厅 | 156.82平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,294,"18,748元/平"
简单装修，毛坯价，采光视野好！,正荣润江城 -顶山街道,3室2厅 | 88.03平米 | 南 | 其他 | 中楼层(共33层)  | 板塔结合,310,"35,216元/平"
悦见山旁小高层三房，三开间朝南，南北通透，高楼层,金辉白马云著 -江浦街道,2室2厅 | 88.57平米 | 南 北 | 其他 | 高楼层(共9层)  | 暂无数据,268,"30,259元/平"
此房满五唯一 双卧朝南 居家装修 顶跃,天晴花园 -泰山街道,4室2厅 | 85.95平米 | 南 | 精装 | 高楼层(共6层)  | 板塔结合,140,"16,289元/平"
高新花苑 3室2厅 南,高新花苑 -高新区,3室2厅 | 96.48平米 | 南 | 其他 | 中楼层(共5层)  | 板楼,153,"15,859元/平"
旭辉银城白马澜山 3室2厅 南,旭辉银城白马澜山 -江浦街道,3室2厅 | 86.14平米 | 南 | 其他 | 中楼层(共7层)  | 板楼,260,"30,184元/平"
香鸢美颂 环境优美 户型好 诚心卖 随时看房,大华锦绣华城香鸢美颂 -桥北,3室2厅 | 94.71平米 | 南 北 | 其他 | 高楼层(共34层)  | 板塔结合,300,"31,676元/平"
无个税 满五唯一 南北户型 天润城地铁站 出行便利,天润城第十街区 -桥北,2室1厅 | 82.36平米 | 南 | 其他 | 高楼层(共11层)  | 板楼,170,"20,642元/平"
金隅紫京叠院 品质大三房  天然氧吧 中间楼层,金隅紫京叠院 -江浦街道,3室2厅 | 122.8平米 | 东北 南 | 其他 | 中楼层(共11层)  | 板楼,380,"30,945元/平"
高新花苑 3室2厅 南,高新花苑 -高新区,3室2厅 | 96.48平米 | 南 | 其他 | 中楼层(共5层)  | 板楼,153,"15,859元/平"
户型方正 格局规整 环境优美 满五 采光巨好,煤炭设计院小区 -桥北,2室1厅 | 84.66平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,129,"15,238元/平"
一梯一户，精装修未入住，配套齐全，诚心出售,三金鑫宁府 -江浦街道,4室2厅 | 124.6平米 | 南 北 | 其他 | 高楼层(共18层)  | 板楼,350,"28,090元/平"
次新小区，自住精装，五桥口，配套齐全，采光充足,风华府 -江浦街道,3室2厅 | 87.4平米 | 南 北 | 其他 | 高楼层(共27层)  | 板楼,240,"27,460元/平"
风华府位置好不临高速 中高楼层 看房有钥匙,风华府 -江浦街道,3室2厅 | 88.45平米 | 南 | 其他 | 中楼层(共27层)  | 暂无数据,220,"24,873元/平"
扬子江隧道口  满两年毛坯三房  诚心卖房,世茂荣里一期 -顶山街道,2室1厅 | 89.06平米 | 西南 | 其他 | 中楼层(共18层)  | 板楼,233,"26,163元/平"
大华锦绣时代品质物业 小洋房，跃层精装修 50万,大华锦绣时代 -桥北,4室2厅 | 125.04平米 | 南 | 其他 | 高楼层(共8层)  | 板楼,378,"30,231元/平"
江北新区核中核华润国际社区大三房婚装拎包入住,华润国际社区 -顶山街道,3室2厅 | 86.31平米 | 南 北 | 其他 | 高楼层(共33层)  | 板楼,295,"34,180元/平"
江与城 4室2厅 东南,江与城 -顶山街道,4室2厅 | 131.17平米 | 东南 | 其他 | 低楼层(共16层)  | 板楼,490,"37,357元/平"
低密度小高层 飞机户型 业主诚心出售 纯毛坯 未住人,锦澜府 -泰山街道,3室2厅 | 95.96平米 | 南 | 其他 | 高楼层(共12层)  | 板塔结合,200,"20,843元/平"
金地风华国际 4室2厅 南,金地风华国际 -顶山街道,4室2厅 | 143.51平米 | 南 | 其他 | 中楼层(共26层)  | 暂无数据,460,"32,054元/平"
保利开发商 顶跃 采光无遮挡  地铁口 龙湖天街,保利云禧 -江浦街道,3室2厅 | 107.98平米 | 南 北 | 其他 | 高楼层(共11层)  | 板塔结合,365,"33,803元/平"
满两年 一梯两户 浦云路大桥 城南茂 宝隆 大悦城,通宇林景尊园 -江浦街道,3室2厅 | 107.65平米 | 东南 | 其他 | 低楼层(共11层)  | 板楼,295,"27,404元/平"
正荣润锦城 4室2厅 南 北,正荣润锦城 -顶山街道,4室2厅 | 135.68平米 | 南 北 | 其他 | 中楼层(共33层)  | 板楼,440,"32,430元/平"
明发滨江新城二期 3室2厅 南,明发滨江新城二期 -桥北,3室2厅 | 106.35平米 | 南 | 其他 | 低楼层(共11层)  | 板塔结合,216,"20,311元/平"
满五年唯一 近地铁  户型好 诚心出售,江岸水城 -桥北,2室2厅 | 74.69平米 | 南 北 | 其他 | 中楼层(共5层)  | 板楼,115,"15,397元/平"
地铁口 中华旁 五桥口 中高楼层 视野好采光好环境好,融创臻园 -江浦街道,3室1厅 | 87.42平米 | 南 北 | 其他 | 高楼层(共10层)  | 板楼,229,"26,196元/平"
浦口区 金陵 金地格林格林一梯两户低密度洋房,金地格林格林 -江浦街道,2室1厅 | 76.21平米 | 南 北 | 其他 | 高楼层(共11层)  | 板楼,150,"19,683元/平"
华润国际社区四开间朝南开发商精装修好楼层采光好,华润国际社区 -顶山街道,4室2厅 | 142.81平米 | 南 | 其他 | 中楼层(共33层)  | 板楼,500,"35,012元/平"
此房中上楼层 精装修 正规两房 看房方便,明发滨江新城二期 -桥北,2室1厅 | 90.16平米 | 南 西 西南 | 其他 | 中楼层(共18层)  | 塔楼,219,"24,291元/平"
满五年唯一楼层好南北串风三房好户型诚心卖,旭日爱上城第四区北区 -桥北,3室2厅 | 87.34平米 | 南 | 其他 | 高楼层(共18层)  | 板楼,235,"26,907元/平"
威尼斯改善大三房 精装修 保养好 诚心出售,威尼斯水城第十八街区 -桥北,3室2厅 | 124.58平米 | 南 北 | 其他 | 中楼层(共33层)  | 板楼,230,"18,463元/平"
桥北新村 2室2厅 南,桥北新村 -桥北,2室2厅 | 80.47平米 | 南 | 其他 | 中楼层(共6层)  | 板楼,135,"16,777元/平"
精装满五年，楼层好视野开阔，弘阳商圈地铁口,旭日爱上城第五区 -桥北,2室2厅 | 90.9平米 | 南 | 其他 | 中楼层(共27层)  | 塔楼,238,"26,183元/平"
满五年唯一，格局好，采光好，楼栋位置好，有钥匙,弘阳旭日上城一区 -桥北,3室2厅 | 111.51平米 | 南 | 其他 | 低楼层(共18层)  | 板楼,222,"19,909元/平"
精装修，电梯房，好楼层，采光好，拎包入住,天润城第四街区 -桥北,3室1厅 | 110.63平米 | 南 | 其他 | 中楼层(共11层)  | 板楼,190,"17,175元/平"
正荣润锦城，四房两卫，满两年，得房率高，东边户,正荣润锦城 -顶山街道,4室2厅 | 123.05平米 | 南 北 | 其他 | 中楼层(共33层)  | 板楼,465,"37,790元/平"
房间多 居住新体验 看房随时联系,旭日家园 -桥北,5室2厅 | 137.13平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,200,"14,585元/平"
品质小区 弘阳物业 浦外 房主诚售 有钥匙 价格好谈,旭日爱上城第六区 -桥北,2室1厅 | 93.48平米 | 南 | 其他 | 低楼层(共28层)  | 塔楼,180,"19,256元/平"
华润国际社区 3室1厅 南 北,华润国际社区 -顶山街道,3室1厅 | 87.93平米 | 南 北 | 精装 | 中楼层(共33层)  | 板楼,293,"33,322元/平"
融侨观邸三期 自住装修 保养新 可直接入住,融侨观邸三期 -江浦街道,3室2厅 | 88.77平米 | 东南 | 其他 | 高楼层(共11层)  | 暂无数据,220,"24,784元/平"
江北新区 隧道口 城南  户型好 18层小高层,望江悦府 -江浦街道,4室2厅 | 116.69平米 | 南 北 | 其他 | 高楼层(共18层)  | 板楼,338,"28,966元/平"
弘阳时光里一区 3室2厅 南,弘阳时光里一区 -高新区,3室2厅 | 79.8平米 | 南 | 其他 | 低楼层(共11层)  | 板楼,220,"27,569元/平"
房主诚心出售看房方便价格好谈！,金象朗诗红树林 -桥北,4室1厅 | 128.89平米 | 南 | 其他 | 高楼层(共33层)  | 板塔结合,345,"26,768元/平"
此房采光视野好，江景房，满五唯一，精装。,明发滨江新城大三期 -桥北,4室2厅 | 143.98平米 | 南 | 其他 | 高楼层(共27层)  | 塔楼,275,"19,100元/平"
威尼斯水城第十一街区 4室2厅 南 北,威尼斯水城第十一街区 -桥北,4室2厅 | 163.25平米 | 南 北 | 其他 | 低楼层(共32层)  | 塔楼,350,"21,440元/平"
此房有一间产权储藏室28平米，房子建筑年代早 纯毛坯,华侨城 -桥北,3室2厅 | 130.48平米 | 南 | 其他 | 高楼层(共6层)  | 板楼,200,"15,329元/平"
迎江雅居 大两房品字户 中间楼层 满两年,迎江雅居 -桥北,2室2厅 | 84.68平米 | 南 | 其他 | 中楼层(共18层)  | 板楼,150,"17,714元/平"
全天采光视野好小区环境好............,明发滨江新城二期 -桥北,2室2厅 | 95.41平米 | 南 | 其他 | 高楼层(共26层)  | 板塔结合,215,"22,535元/平"
店长推荐经典小三房，精装三大件诚心出售！,金象朗诗红树林 -桥北,3室2厅 | 87.82平米 | 南 | 其他 | 中楼层(共33层)  | 板塔结合,257,"29,265元/平"
环宇家园 3室1厅 南,环宇家园 -江浦街道,3室1厅 | 93.05平米 | 南 | 其他 | 中楼层(共5层)  | 板塔结合,198,"21,279元/平"
文德路地铁口 交通方便  好楼层 采光好 配套成熟,凤凰大街11号 -江浦街道,3室1厅 | 95.79平米 | 南 | 其他 | 中楼层(共7层)  | 板楼,183,"19,105元/平"
央企保利 地铁口 龙湖旁 大横厅 低密洋房,保利云禧 -江浦街道,3室2厅 | 126.11平米 | 南 北 | 其他 | 中楼层(共11层)  | 板塔结合,390,"30,926元/平"
江核 江与城，开发商精装修三大件，总高18层低密度,江与城 -顶山街道,3室2厅 | 89.01平米 | 南 | 精装 | 高楼层(共18层)  | 暂无数据,285,"32,019元/平"
中海一线河景、满二、三房一卫，视野好，全天采光,中海左岸澜庭 -顶山街道,3室2厅 | 95.51平米 | 南 北 | 其他 | 高楼层(共33层)  | 板楼,295,"30,887元/平"
世茂荣里一期 3室1厅 南,世茂荣里一期 -顶山街道,3室1厅 | 89.61平米 | 南 | 其他 | 高楼层(共18层)  | 板楼,248,"27,676元/平"
次新小区 自持物业 视野好 低密度 空气环境好,中建熙元府 -江浦街道,3室2厅 | 116.4平米 | 南 北 | 其他 | 低楼层(共10层)  | 板楼,265,"22,767元/平"
青奥体育公园 户型很好 主诚心出售 看房方便,保利西江月 -顶山街道,3室2厅 | 87.59平米 | 南 | 其他 | 高楼层(共34层)  | 板楼,236,"26,944元/平"
一楼小户型，家庭有老人必看户型,康华新村 -江浦街道,2室1厅 | 65.04平米 | 南 | 其他 | 低楼层(共6层)  | 板楼,126,"19,373元/平"
精装，层高4.6米做局部复式 南北通透 一楼带70平院子,雅居乐滨江国际三四期 -顶山街道,7室3厅 | 304.69平米 | 南 北 | 精装 | 低楼层(共27层)  | 板楼,1100,"36,103元/平"
华府国际 三室两卫复式精装 中间楼层采光好 价格好谈,华府国际 -江浦街道,3室2厅 | 102.77平米 | 南 | 其他 | 中楼层(共11层)  | 板楼,199,"19,364元/平"
江北新区 五桥口 金陵旁 满二年 看房方便,金地格林格林 -江浦街道,3室2厅 | 86.09平米 | 南 北 | 其他 | 低楼层(共11层)  | 板楼,165,"19,166元/平"
柳州苑电梯房 房龄新 近地铁11号线 环境优美 出行便利,大华锦绣华城柳州苑 -桥北,3室2厅 | 88.93平米 | 南 北 | 其他 | 低楼层(共11层)  | 板楼,168,"18,892元/平"
